snapshot_date,store_id,product_id,available_stock,on_hand_stock,reserved_stock,committed_stock,inventory_on_order,safety_stock
2025-12-24,S027,P03065,143,176,9,24,7,97
2025-08-16,S009,P01288,330,424,10,84,52,64
2025-07-08,S087,P01174,87,159,30,42,198,24
2025-07-29,S077,P04832,484,492,5,3,130,69
2025-08-18,S054,P02073,462,569,81,26,7,78
2025-07-13,S069,P00862,237,331,21,73,102,60
2025-06-11,S063,P03120,426,566,45,95,87,61
2025-10-15,S053,P04193,438,510,20,52,46,16
2025-10-09,S032,P01130,33,53,6,14,45,53
2025-11-10,S055,P04434,69,118,23,26,46,92
2025-12-05,S019,P03687,45,63,1,17,173,65
2025-08-26,S054,P04031,232,413,104,77,197,61
2025-04-28,S067,P04063,29,35,2,4,43,93
2025-06-12,S053,P03643,39,75,19,17,85,57
2025-07-25,S093,P00663,206,405,116,83,164,19
2025-01-10,S046,P03856,151,242,28,63,137,20
2025-11-16,S067,P00608,41,56,10,5,171,17
2025-07-16,S010,P00891,234,382,62,86,37,86
2025-01-12,S035,P01412,73,91,17,1,132,83
2025-10-21,S090,P00757,386,511,50,75,67,18
2025-12-24,S006,P04492,247,357,46,64,5,63
2025-07-31,S002,P00639,49,99,28,22,193,44
2025-01-26,S080,P02405,76,86,4,6,66,99
2025-01-03,S072,P03407,50,93,26,17,197,96
2025-07-21,S088,P04981,130,177,39,8,46,88
2025-12-06,S009,P00767,135,201,46,20,114,14
2025-11-13,S039,P04565,223,322,88,11,145,94
2025-10-09,S002,P00826,110,140,25,5,120,25
2025-10-05,S018,P02807,144,182,0,38,158,45
2025-12-23,S058,P02593,123,215,46,46,162,43
2025-06-11,S095,P00744,346,538,47,145,179,54
2025-11-17,S047,P01052,247,406,120,39,32,39
2025-01-01,S087,P04890,203,264,9,52,99,23
2025-10-17,S057,P00808,75,77,1,1,73,56
2025-05-28,S058,P01577,45,62,9,8,45,16
2025-07-05,S081,P01697,235,350,82,33,130,23
2025-02-16,S029,P04724,91,179,41,47,79,59
2025-10-14,S059,P03275,382,487,41,64,62,25
2025-06-19,S014,P03835,546,599,30,23,90,96
2025-02-13,S033,P03313,350,498,93,55,114,66
2025-03-13,S018,P04543,126,222,51,45,49,44
2025-02-25,S049,P02108,437,508,43,28,188,46
2025-08-29,S079,P03055,380,474,20,74,34,84
2025-07-05,S039,P00926,389,591,51,151,3,81
2025-12-11,S041,P04397,30,53,14,9,57,63
2025-02-26,S017,P03400,309,525,88,128,101,55
2025-11-23,S015,P00089,227,310,29,54,25,26
2025-02-26,S038,P04158,30,42,6,6,20,69
2025-06-01,S008,P00448,389,557,5,163,10,27
2025-09-05,S068,P04834,318,455,37,100,171,57
2025-04-07,S080,P04954,321,429,42,66,156,15
2025-10-04,S095,P03027,19,38,9,10,84,57
2025-05-24,S041,P04957,318,399,34,47,144,44
2025-10-01,S056,P03584,371,535,66,98,8,27
2025-08-21,S078,P04437,75,120,25,20,179,67
2025-12-12,S004,P00722,73,123,16,34,185,41
2025-01-04,S036,P03368,419,514,48,47,68,16
2025-05-20,S004,P01651,273,411,107,31,13,46
2025-06-26,S044,P02686,26,45,12,7,42,60
2025-01-31,S066,P01076,304,420,68,48,102,63
2025-12-26,S073,P02279,121,253,66,66,80,40
2025-01-19,S008,P00203,33,70,17,20,80,35
2025-03-12,S011,P04689,420,494,3,71,135,49
2025-12-27,S063,P04316,469,581,38,74,22,36
2025-03-05,S076,P01985,239,339,67,33,181,92
2025-12-06,S005,P01843,149,189,20,20,44,99
2025-02-14,S077,P00909,112,192,43,37,193,41
2025-12-26,S070,P04286,281,398,21,96,124,80
2025-09-10,S024,P02734,351,479,94,34,157,13
2025-01-20,S099,P01832,229,400,68,103,78,66
2025-09-11,S053,P03384,244,325,1,80,108,10
2025-10-20,S074,P04544,206,273,38,29,130,39
2025-02-13,S012,P03146,438,597,37,122,31,29
2025-11-22,S033,P04033,34,69,17,18,142,30
2025-03-07,S003,P00831,246,438,109,83,30,70
2025-11-04,S097,P02128,240,396,66,90,91,70
2025-11-07,S073,P04265,51,87,21,15,181,70
2025-07-22,S055,P04980,211,300,83,6,160,75
2025-06-25,S035,P00409,349,582,164,69,171,13
2025-03-11,S047,P03056,55,69,3,11,37,94
2025-06-09,S073,P04389,225,267,27,15,148,25
2025-03-17,S085,P01853,182,226,22,22,189,55
2025-07-15,S009,P02832,201,255,9,45,114,93
2025-05-03,S013,P00212,307,478,131,40,178,14
2025-12-04,S060,P00442,338,437,20,79,160,43
2025-02-08,S040,P02356,382,567,155,30,181,14
2025-02-01,S031,P03700,123,188,13,52,51,56
2025-06-16,S086,P04244,214,286,64,8,37,99
2025-06-02,S071,P00935,32,37,4,1,28,50
2025-03-17,S030,P04698,529,584,54,1,43,70
2025-07-09,S019,P01681,139,183,15,29,83,30
2025-05-18,S016,P00889,70,98,19,9,158,30
2025-12-17,S054,P00340,370,422,17,35,85,81
2025-05-20,S081,P02415,285,343,8,50,8,27
2025-11-19,S019,P03411,224,530,151,155,136,28
2025-07-03,S032,P01180,28,34,0,6,51,90
2025-02-10,S063,P01511,218,337,53,66,160,46
2025-03-19,S008,P02641,340,460,7,113,0,47
2025-04-11,S017,P02724,43,58,12,3,51,29
2025-10-03,S046,P04978,109,150,8,33,154,36
2025-04-13,S050,P03830,51,76,13,12,190,63
2025-06-20,S042,P02890,224,396,73,99,191,94
2025-05-01,S079,P03774,399,463,23,41,60,66
2025-07-23,S067,P03249,33,70,20,17,159,90
2025-10-23,S010,P01970,414,575,8,153,141,27
2025-09-07,S047,P04699,220,269,43,6,52,17
2025-10-03,S015,P02748,225,285,33,27,97,32
2025-11-02,S064,P00203,200,291,78,13,189,75
2025-01-22,S099,P04676,170,317,72,75,166,75
2025-01-26,S033,P02874,118,158,37,3,74,36
2025-06-28,S016,P03213,390,481,86,5,77,64
2025-05-12,S058,P02264,340,585,144,101,48,35
2025-11-27,S091,P01704,260,338,32,46,115,42
2025-06-17,S032,P03452,298,408,80,30,167,61
2025-02-25,S047,P03729,320,586,124,142,77,45
2025-08-02,S075,P00475,141,259,67,51,41,60
2025-03-17,S060,P02175,306,559,96,157,84,87
2025-12-04,S045,P00429,283,386,32,71,118,98
2025-11-23,S097,P01829,325,457,74,58,128,33
2025-02-20,S097,P00524,102,127,17,8,193,73
2025-09-19,S051,P01028,321,475,101,53,121,96
2025-11-06,S095,P03285,296,413,100,17,91,84
2025-04-15,S012,P01576,179,232,22,31,44,46
2025-11-08,S073,P04312,50,79,10,19,163,81
2025-02-28,S023,P02535,228,270,36,6,194,57
2025-11-05,S056,P03609,190,224,2,32,12,38
2025-08-23,S017,P00616,132,183,2,49,101,35
2025-03-18,S099,P04357,49,83,13,21,96,85
2025-06-26,S044,P04764,313,338,2,23,55,11
2025-02-07,S087,P03907,200,383,98,85,137,44
2025-06-25,S044,P04421,134,194,27,33,153,99
2025-02-06,S067,P00763,290,363,41,32,16,90
2025-07-08,S009,P01021,303,516,142,71,88,59
2025-08-24,S094,P04898,300,414,83,31,113,65
2025-05-02,S009,P03750,384,506,100,22,192,91
2025-01-18,S018,P01070,40,65,7,18,47,75
2025-07-06,S033,P00487,246,345,42,57,179,54
2025-07-30,S011,P04956,180,345,81,84,52,66
2025-07-23,S090,P04276,157,240,61,22,14,60
2025-05-16,S073,P03557,53,65,6,6,175,39
2025-09-25,S071,P02805,144,204,1,59,89,24
2025-05-04,S010,P02078,319,540,63,158,145,62
2025-04-09,S040,P04508,334,519,111,74,135,17
2025-12-11,S065,P01084,89,147,35,23,61,17
2025-02-24,S073,P02607,150,233,18,65,160,89
2025-06-15,S006,P01794,439,486,18,29,12,85
2025-03-27,S007,P04923,221,451,106,124,102,78
2025-12-10,S020,P03289,46,55,0,9,110,61
2025-04-30,S092,P02811,92,173,38,43,126,51
2025-03-12,S039,P01498,135,208,44,29,192,53
2025-12-11,S004,P02312,269,365,7,89,115,13
2025-03-19,S055,P01146,47,97,23,27,156,30
2025-10-12,S021,P04578,486,557,54,17,77,69
2025-01-24,S017,P03650,295,373,19,59,69,30
2025-08-03,S025,P01530,121,168,1,46,138,32
2025-08-14,S033,P04107,76,129,21,32,42,26
2025-08-23,S051,P00602,156,253,25,72,146,65
2025-06-09,S045,P01223,125,240,70,45,182,22
2025-05-04,S088,P03346,31,61,13,17,125,69
2025-06-27,S061,P00317,121,166,8,37,155,31
2025-03-12,S098,P04772,322,561,134,105,189,28
2025-09-13,S070,P03832,113,156,2,41,155,84
2025-03-09,S073,P02051,329,475,26,120,168,28
2025-07-08,S068,P04487,313,562,152,97,16,33
2025-04-06,S037,P04204,144,186,30,12,27,34
2025-01-03,S063,P02328,274,286,0,12,95,23
2025-03-23,S060,P01412,186,286,81,19,140,19
2025-01-15,S006,P00992,336,429,92,1,32,53
2025-08-04,S089,P00094,174,245,47,24,195,88
2025-09-24,S068,P04796,391,564,139,34,61,32
2025-11-26,S024,P03544,23,38,6,9,145,29
2025-06-15,S066,P02154,382,502,24,96,31,39
2025-05-20,S049,P04702,191,377,110,76,31,17
2025-05-18,S080,P04599,220,242,18,4,190,16
2025-09-01,S072,P00499,173,367,100,94,173,62
2025-01-27,S057,P00783,285,548,163,100,130,55
2025-12-14,S075,P00832,306,483,102,75,112,14
2025-07-31,S031,P04724,73,82,7,2,176,52
2025-01-27,S005,P00236,230,345,61,54,39,87
2025-05-30,S051,P03107,43,52,0,9,152,46
2025-09-29,S069,P01456,32,33,1,0,109,19
2025-09-08,S075,P04614,225,261,5,31,66,26
2025-06-02,S076,P02720,135,216,51,30,191,96
2025-03-07,S098,P02233,114,143,0,29,25,83
2025-05-26,S010,P03976,76,145,32,37,0,49
2025-11-12,S053,P04427,71,103,10,22,71,22
2025-02-05,S079,P04820,201,352,84,67,126,35
2025-11-15,S059,P01069,55,103,29,19,142,99
2025-06-04,S021,P01835,320,418,30,68,175,34
2025-01-13,S088,P00269,154,302,65,83,165,60
2025-08-10,S053,P03358,100,137,10,27,195,48
2025-01-06,S055,P00941,188,294,35,71,28,92
2025-07-21,S013,P02635,435,515,40,40,4,57
2025-10-11,S060,P01449,79,147,41,27,160,74
2025-03-21,S083,P01019,231,331,56,44,76,84
2025-05-27,S064,P01624,369,500,108,23,132,61
2025-06-06,S046,P00814,257,313,3,53,185,30
2025-09-20,S085,P04656,166,183,5,12,92,28
2025-03-13,S003,P02007,326,431,60,45,186,28
2025-07-22,S088,P01186,166,234,29,39,91,18
2025-09-11,S070,P03260,285,565,120,160,146,41
2025-11-04,S087,P02519,364,594,91,139,192,42
2025-10-29,S012,P03712,402,588,162,24,67,47
2025-06-14,S022,P02757,287,577,137,153,105,87
2025-07-10,S033,P01755,332,581,83,166,95,72
2025-07-11,S062,P01213,412,598,92,94,150,87
2025-10-27,S032,P03796,33,54,12,9,88,17
2025-06-29,S028,P04368,136,199,44,19,138,54
2025-02-12,S033,P02992,393,584,100,91,82,44
2025-11-29,S073,P02358,101,147,25,21,103,36
2025-05-14,S003,P00818,213,349,78,58,126,76
2025-05-13,S025,P02318,420,534,66,48,182,61
2025-11-23,S037,P03786,116,213,50,47,167,28
2025-02-07,S008,P02479,148,210,41,21,28,29
2025-03-14,S065,P00350,487,526,35,4,154,94
2025-10-07,S070,P00479,122,157,33,2,165,34
2025-11-01,S038,P03678,339,568,68,161,33,44
2025-05-15,S009,P01952,395,521,4,122,12,44
2025-07-06,S064,P00920,179,227,9,39,54,57
2025-01-05,S086,P02946,278,313,31,4,130,75
2025-05-24,S088,P01172,173,193,16,4,149,19
2025-02-05,S068,P03185,448,573,117,8,140,73
2025-08-04,S062,P00553,292,396,54,50,95,58
2025-10-18,S049,P00557,186,197,4,7,129,31
2025-11-09,S020,P02323,384,443,10,49,61,60
2025-08-09,S075,P01457,200,325,60,65,53,77
2025-12-15,S063,P01906,96,125,26,3,79,64
2025-07-07,S059,P04545,81,116,14,21,79,72
2025-11-22,S072,P02900,81,131,24,26,110,46
2025-04-12,S019,P00682,193,276,19,64,93,92
2025-05-15,S090,P02009,59,125,34,32,107,35
2025-11-16,S047,P00536,34,70,20,16,75,88
2025-01-15,S055,P00679,213,289,69,7,2,43
2025-05-25,S064,P04268,92,146,42,12,35,12
2025-12-23,S096,P02732,62,107,31,14,24,63
2025-08-26,S065,P04208,382,486,12,92,55,88
2025-08-05,S023,P04867,262,360,88,10,123,74
2025-09-20,S067,P00521,458,557,24,75,185,47
2025-04-02,S094,P01053,453,526,13,60,22,12
2025-09-14,S011,P00915,212,330,46,72,198,57
2025-09-29,S016,P03660,114,198,42,42,96,48
2025-05-22,S070,P04500,113,174,20,41,23,23
2025-11-05,S025,P02881,240,305,65,0,76,51
2025-08-24,S030,P01241,373,553,122,58,119,93
2025-08-26,S028,P00229,96,123,23,4,164,14
2025-10-02,S052,P03825,148,179,11,20,182,79
2025-11-05,S029,P01783,19,25,3,3,132,19
2025-03-06,S022,P01758,84,117,3,30,131,24
2025-09-06,S078,P04250,13,22,5,4,87,88
2025-01-14,S061,P00656,318,587,164,105,71,37
2025-12-20,S030,P04402,351,431,2,78,160,59
2025-11-09,S027,P01185,295,443,131,17,49,21
2025-11-29,S014,P02684,323,481,82,76,182,76
2025-05-26,S048,P01468,351,448,6,91,189,14
2025-01-11,S033,P02575,281,322,34,7,52,16
2025-02-14,S069,P04765,267,425,123,35,164,66
2025-04-26,S093,P04242,51,68,1,16,150,24
2025-05-19,S069,P00503,362,449,17,70,137,88
2025-09-04,S041,P00670,181,418,113,124,183,58
2025-09-26,S043,P00812,425,576,80,71,67,59
2025-01-02,S024,P00978,200,353,60,93,181,49
2025-08-16,S011,P02277,363,412,27,22,138,35
2025-07-23,S046,P02075,144,164,5,15,166,19
2025-06-06,S071,P04455,187,244,33,24,39,80
2025-04-09,S056,P01786,298,483,84,101,81,61
2025-04-22,S002,P04806,348,513,131,34,75,28
2025-01-27,S018,P04493,50,104,24,30,15,45
2025-04-11,S072,P02552,394,452,35,23,91,86
2025-09-20,S080,P02962,88,124,30,6,38,19
2025-07-23,S014,P04522,52,64,12,0,21,47
2025-08-15,S098,P01495,94,202,58,50,4,25
2025-02-01,S024,P00259,125,148,5,18,47,84
2025-06-06,S028,P03246,209,345,102,34,15,15
2025-08-14,S054,P04675,299,421,88,34,125,45
2025-08-19,S077,P04940,96,111,9,6,163,95
2025-06-24,S080,P01061,163,284,44,77,81,80
2025-12-03,S020,P00930,376,580,124,80,155,33
2025-06-29,S056,P00829,394,484,30,60,3,28
2025-01-23,S036,P00308,165,225,10,50,141,67
2025-01-24,S099,P04853,314,449,56,79,15,21
2025-04-07,S056,P01861,25,33,5,3,38,37
2025-10-13,S034,P00687,95,193,53,45,198,80
2025-12-14,S086,P00224,385,538,103,50,108,29
2025-08-15,S076,P00707,29,39,8,2,1,68
2025-03-20,S044,P03255,248,328,32,48,98,26
2025-09-21,S057,P00615,175,317,76,66,24,80
2025-11-29,S086,P03275,381,472,31,60,22,91
2025-11-05,S090,P04246,370,560,75,115,187,34
2025-11-20,S035,P02971,152,270,68,50,162,31
2025-02-08,S077,P04006,364,536,31,141,154,51
2025-10-01,S012,P00351,300,374,52,22,146,14
2025-02-09,S059,P01194,460,581,37,84,121,22
2025-04-06,S048,P02823,450,581,63,68,69,77
2025-02-25,S073,P00107,51,70,16,3,4,89
2025-12-29,S073,P03942,282,532,142,108,75,52
2025-03-31,S094,P03573,257,381,17,107,13,39
2025-08-18,S018,P02491,21,40,10,9,146,78
2025-10-08,S047,P04093,107,165,17,41,45,48
2025-06-01,S067,P02498,435,489,44,10,134,40
2025-09-17,S084,P01357,231,337,54,52,167,76
2025-08-27,S083,P04338,76,101,14,11,109,76
2025-05-24,S076,P04150,251,412,112,49,120,19
2025-07-03,S089,P03461,264,350,5,81,41,36
2025-09-30,S021,P03177,73,123,22,28,172,61
2025-11-04,S027,P02218,133,181,31,17,131,99
2025-03-12,S042,P03880,317,571,85,169,61,34
2025-02-18,S009,P01709,114,138,18,6,186,54
2025-09-25,S020,P01992,128,221,41,52,98,86
2025-08-13,S023,P01886,85,199,56,58,194,26
2025-10-15,S100,P01726,51,81,20,10,190,11
2025-05-13,S010,P01546,77,118,13,28,109,19
2025-03-10,S050,P03157,271,469,130,68,144,76
2025-09-18,S085,P00860,151,287,70,66,112,63
2025-12-24,S096,P00029,390,489,0,99,39,55
2025-02-28,S013,P00929,93,190,43,54,19,49
2025-07-07,S010,P02549,269,491,131,91,175,10
2025-04-25,S044,P03278,151,270,56,63,154,26
2025-06-14,S080,P04780,449,518,21,48,143,64
2025-11-06,S078,P00939,377,597,61,159,172,88
2025-01-20,S005,P03711,26,33,2,5,143,83
2025-11-28,S053,P00505,105,175,36,34,82,11
2025-08-10,S014,P01002,149,280,60,71,188,48
2025-12-11,S045,P00287,236,359,70,53,81,60
2025-10-21,S069,P02457,36,52,5,11,29,46
2025-11-26,S033,P02064,69,129,31,29,197,69
2025-10-20,S007,P02652,88,168,39,41,36,73
2025-07-30,S099,P01211,259,300,0,41,26,82
2025-02-06,S043,P02743,295,323,4,24,29,24
2025-06-29,S032,P04546,58,69,4,7,83,21
2025-03-25,S009,P04963,138,206,32,36,88,97
2025-06-03,S037,P00211,37,83,23,23,41,58
2025-02-09,S001,P02828,289,396,105,2,36,19
2025-03-08,S001,P00248,211,444,128,105,189,39
2025-03-03,S022,P04448,19,36,9,8,30,59
2025-10-18,S061,P04279,231,379,58,90,81,49
2025-05-16,S008,P04499,177,203,0,26,70,31
2025-09-28,S030,P02250,217,274,0,57,135,50
2025-08-03,S023,P04465,219,394,83,92,160,41
2025-05-15,S016,P04886,66,71,1,4,95,81
2025-04-30,S099,P02905,47,50,3,0,164,28
2025-08-13,S096,P03232,92,152,26,34,117,72
2025-01-12,S059,P04823,365,485,108,12,20,72
2025-05-20,S033,P04598,226,375,81,68,62,61
2025-06-13,S054,P04953,31,49,8,10,119,52
2025-06-24,S066,P01110,156,322,88,78,74,64
2025-12-07,S001,P00547,102,155,45,8,140,41
2025-12-28,S024,P00482,72,99,6,21,58,23
2025-09-11,S078,P03088,163,169,3,3,130,77
2025-07-06,S024,P01911,421,594,63,110,117,53
2025-09-04,S022,P00880,335,576,170,71,29,90
2025-05-02,S052,P01244,333,361,25,3,153,68
2025-07-29,S041,P04760,109,128,0,19,40,14
2025-12-02,S098,P04176,177,361,97,87,15,85
2025-07-11,S024,P01422,216,361,96,49,194,81
2025-01-03,S075,P02634,264,443,90,89,194,47
2025-12-06,S027,P03753,381,569,101,87,69,84
2025-07-29,S086,P04015,416,497,28,53,104,79
2025-02-16,S083,P01650,351,471,47,73,111,87
2025-04-11,S097,P02209,387,537,46,104,128,57
2025-09-11,S034,P01598,315,465,17,133,8,37
2025-11-20,S006,P01251,123,164,27,14,153,23
2025-04-08,S056,P00356,211,299,63,25,87,55
2025-11-23,S056,P01950,272,410,118,20,164,44
2025-09-17,S085,P03985,86,142,21,35,188,44
2025-05-03,S060,P03468,358,482,76,48,133,12
2025-10-12,S014,P03685,150,199,21,28,62,64
2025-07-23,S071,P01123,179,240,60,1,185,26
2025-12-03,S080,P02731,299,443,44,100,112,74
2025-10-12,S092,P03240,323,398,4,71,183,56
2025-08-04,S081,P03586,334,487,140,13,59,61
2025-08-30,S084,P03658,94,150,12,44,95,16
2025-01-31,S072,P03783,238,392,114,40,81,21
2025-09-17,S081,P03401,184,275,52,39,174,42
2025-01-26,S030,P01697,117,173,10,46,89,71
2025-11-25,S048,P02913,372,484,110,2,129,29
2025-05-30,S061,P02560,279,484,137,68,102,69
2025-11-10,S008,P00791,140,269,65,64,70,64
2025-03-09,S044,P03783,417,447,3,27,115,71
2025-05-31,S028,P04262,106,147,19,22,187,58
2025-05-14,S054,P02588,392,441,1,48,69,12
2025-03-17,S045,P02342,289,527,81,157,116,84
2025-01-17,S053,P02851,402,573,79,92,35,69
2025-07-22,S098,P03104,284,582,159,139,59,71
2025-03-30,S019,P04598,355,528,73,100,11,93
2025-04-21,S006,P00868,336,416,12,68,95,83
2025-08-11,S083,P00649,378,516,44,94,93,86
2025-09-28,S051,P00447,342,458,10,106,120,98
2025-05-18,S091,P02641,278,403,75,50,34,99
2025-05-16,S029,P04656,349,455,97,9,84,89
2025-06-11,S072,P04680,27,33,1,5,166,56
2025-12-15,S020,P01815,134,216,31,51,190,86
2025-03-30,S024,P00536,373,552,152,27,19,20
2025-09-06,S025,P03500,335,409,14,60,140,92
2025-09-23,S067,P02552,355,436,57,24,92,57
2025-11-07,S020,P03251,384,557,116,57,75,29
2025-03-23,S060,P01055,447,493,1,45,144,18
2025-04-18,S044,P03804,109,131,2,20,188,78
2025-08-11,S064,P01000,25,44,9,10,123,12
2025-02-24,S081,P03767,346,461,61,54,186,55
2025-01-02,S051,P02432,23,31,3,5,71,72
2025-05-28,S009,P01203,361,385,21,3,2,11
2025-12-16,S062,P04211,17,20,3,0,84,51
2025-12-02,S030,P03182,257,342,31,54,75,55
2025-05-01,S016,P01848,267,459,61,131,169,39
2025-03-28,S038,P00697,230,392,71,91,154,46
2025-01-08,S017,P00269,39,56,11,6,128,80
2025-12-02,S006,P04040,443,515,42,30,142,42
2025-02-02,S055,P04154,359,566,88,119,180,52
2025-05-25,S092,P04623,76,86,8,2,48,90
2025-11-20,S075,P01771,306,398,48,44,183,94
2025-03-01,S042,P03235,73,77,0,4,129,57
2025-04-01,S089,P03416,290,406,14,102,97,51
2025-02-04,S070,P02059,203,279,30,46,54,38
2025-04-21,S057,P03677,236,280,32,12,15,57
2025-05-16,S045,P02463,79,130,28,23,124,31
2025-08-22,S032,P01759,287,519,95,137,192,86
2025-07-15,S022,P03351,471,583,31,81,93,52
2025-01-02,S056,P02613,120,140,15,5,18,81
2025-01-08,S095,P04117,39,75,15,21,119,93
2025-11-27,S079,P03523,231,361,63,67,55,76
2025-05-15,S031,P02942,289,400,24,87,78,16
2025-12-25,S051,P03202,377,571,67,127,31,76
2025-04-01,S090,P01159,107,203,54,42,31,41
2025-10-20,S043,P03272,100,204,51,53,114,70
2025-03-06,S052,P04615,395,570,7,168,53,51
2025-06-07,S061,P04536,81,117,18,18,74,92
2025-08-08,S067,P00361,270,330,41,19,32,86
2025-03-18,S043,P00596,468,573,94,11,196,23
2025-05-14,S051,P00828,460,551,33,58,17,65
2025-08-18,S008,P02684,120,198,40,38,67,44
2025-01-29,S011,P00056,21,34,4,9,69,12
2025-09-18,S052,P00952,126,195,38,31,80,30
2025-10-26,S037,P01029,434,516,66,16,5,23
2025-04-27,S034,P03885,139,220,30,51,72,10
2025-05-17,S030,P00564,180,320,51,89,105,48
2025-04-26,S016,P00091,152,203,7,44,135,68
2025-01-26,S028,P00042,179,215,24,12,137,65
2025-11-11,S036,P04911,86,128,6,36,52,30
2025-04-20,S009,P04749,155,222,41,26,195,35
2025-09-15,S094,P02579,384,544,118,42,22,80
2025-05-10,S075,P00818,174,181,4,3,189,52
2025-02-01,S067,P02366,99,137,1,37,180,99
2025-08-01,S050,P02887,171,283,82,30,86,14
2025-09-03,S071,P01424,179,222,23,20,196,67
2025-11-10,S055,P00796,145,229,23,61,149,65
2025-06-09,S099,P01179,388,516,16,112,128,29
2025-12-11,S040,P01326,239,280,36,5,180,74
2025-05-09,S080,P02917,359,541,133,49,34,34
2025-09-19,S067,P02631,383,564,69,112,43,36
2025-08-03,S067,P02143,213,403,119,71,137,14
2025-02-09,S088,P03824,56,77,13,8,126,77
2025-10-21,S095,P03402,102,169,39,28,159,89
2025-12-25,S029,P03557,285,383,47,51,74,33
2025-11-30,S055,P04335,117,153,8,28,4,31
2025-10-08,S021,P01861,404,458,1,53,64,81
2025-01-03,S055,P04980,78,103,24,1,13,18
2025-04-12,S033,P01822,304,427,37,86,81,72
2025-05-15,S070,P03987,198,327,61,68,81,55
2025-02-26,S069,P02853,374,595,171,50,182,59
2025-03-05,S058,P00401,192,267,27,48,26,84
2025-09-16,S023,P02208,126,184,19,39,166,44
2025-07-23,S038,P04094,439,505,11,55,188,24
2025-01-04,S094,P03589,95,228,66,67,123,44
2025-07-28,S006,P04890,317,390,10,63,91,96
2025-07-15,S023,P00840,86,116,18,12,187,14
2025-06-07,S013,P03206,359,571,123,89,170,22
2025-11-04,S042,P01591,266,362,42,54,53,96
2025-05-31,S022,P04735,256,281,7,18,179,53
2025-06-09,S016,P03293,56,120,33,31,13,32
2025-02-23,S059,P02596,196,247,31,20,7,59
2025-12-30,S088,P00603,34,49,8,7,86,31
2025-07-06,S068,P03487,39,61,7,15,159,68
2025-05-21,S082,P04559,85,139,28,26,44,78
2025-03-10,S083,P02608,53,57,4,0,149,10
2025-04-19,S073,P03317,206,449,125,118,29,72
2025-01-24,S003,P03888,346,402,52,4,93,30
2025-12-06,S083,P00744,494,591,71,26,46,83
2025-01-17,S095,P03633,159,245,21,65,133,88
2025-01-25,S081,P04278,63,81,10,8,79,81
2025-09-26,S049,P01634,156,189,19,14,17,45
2025-05-27,S061,P02903,115,138,13,10,139,22
2025-04-24,S007,P02740,365,411,38,8,62,11
2025-10-25,S013,P02399,390,552,50,112,8,66
2025-11-26,S004,P00837,229,456,124,103,37,94
2025-03-15,S076,P01862,27,48,10,11,33,14
2025-10-12,S030,P01762,552,568,12,4,132,63
2025-04-17,S001,P01670,239,418,94,85,74,48
2025-01-04,S041,P03968,59,115,30,26,198,52
2025-11-09,S092,P04613,18,20,2,0,189,24
2025-04-26,S023,P01072,319,426,73,34,120,54
2025-02-14,S076,P03818,367,571,153,51,19,83
2025-03-07,S040,P04716,325,435,83,27,41,92
2025-10-04,S057,P00740,392,584,119,73,162,23
2025-05-01,S057,P01987,251,355,45,59,68,14
2025-11-20,S004,P00527,50,61,5,6,112,98
2025-07-08,S057,P00440,20,26,1,5,193,64
2025-01-11,S003,P01532,109,165,29,27,46,17
2025-05-24,S081,P00886,145,214,31,38,148,69
2025-04-12,S078,P00406,309,497,107,81,120,48
2025-06-26,S089,P03681,78,126,21,27,181,30
2025-09-09,S099,P01613,55,117,33,29,128,27
2025-08-15,S075,P03519,51,77,10,16,116,67
2025-10-08,S024,P03852,207,376,74,95,12,77
2025-03-08,S027,P00209,287,328,33,8,192,87
2025-04-26,S095,P03585,262,576,154,160,82,58
2025-12-24,S046,P03155,349,501,48,104,182,82
2025-09-29,S040,P04968,249,391,66,76,134,51
2025-02-08,S048,P02070,351,419,67,1,23,45
2025-08-21,S033,P01818,326,532,154,52,115,63
2025-11-21,S090,P00034,222,281,44,15,63,45
2025-07-25,S058,P04573,346,507,73,88,55,97
2025-08-26,S061,P03377,104,131,10,17,144,16
2025-06-27,S002,P02081,132,275,72,71,163,39
2025-02-05,S066,P03380,430,599,1,168,95,95
2025-02-10,S076,P04234,262,339,43,34,197,36
2025-11-17,S027,P04532,53,55,0,2,59,71
2025-10-19,S069,P01311,152,229,24,53,198,36
2025-02-10,S076,P02276,207,221,9,5,51,84
2025-05-01,S100,P02280,366,516,103,47,120,90
2025-01-22,S086,P01538,140,208,36,32,172,99
2025-07-14,S026,P01734,267,317,1,49,103,50
2025-09-06,S051,P00177,378,569,122,69,171,57
2025-01-05,S085,P01324,299,444,63,82,132,82
2025-01-21,S072,P03714,99,160,32,29,48,13
2025-09-09,S030,P01063,415,486,66,5,92,70
2025-05-28,S089,P03303,103,185,48,34,120,10
2025-05-09,S047,P03015,100,137,10,27,107,43
2025-01-16,S031,P00900,400,433,7,26,74,25
2025-01-14,S042,P02360,358,446,43,45,135,34
2025-08-07,S078,P00541,361,460,1,98,136,43
2025-02-25,S080,P04191,26,31,0,5,158,49
2025-03-23,S075,P03308,307,429,110,12,67,82
2025-05-29,S034,P00933,120,187,33,34,62,95
2025-11-01,S078,P02638,23,35,3,9,132,29
2025-12-28,S080,P03900,152,171,12,7,57,10
2025-04-11,S011,P02954,343,441,64,34,4,52
