product_id,product_name,category,subcategory,brand,unit_cost,unit_price,size,color
P00863,Product 863,Accessories,Caps,BrandA,79.06,298.65,M,Red
P00864,Product 864,Accessories,Shoes,BrandA,85.73,104.68,S,Red
P00865,Product 865,Accessories,Shoes,BrandC,64.63,281.57,S,Blue
P00866,Product 866,Accessories,Bags,BrandC,71.75,123.76,S,Black
P00867,Product 867,Apparel,Shoes,BrandC,21.82,137.31,S,Red
P00868,Product 868,Accessories,Caps,BrandA,102.57,241.15,L,Blue
P00869,Product 869,Accessories,Shoes,BrandC,67.7,37.16,S,Red
P00870,Product 870,Accessories,Bags,BrandB,123.43,62.87,S,Blue
P00871,Product 871,Accessories,Bags,BrandA,33.46,292.41,L,Black
P00872,Product 872,Footwear,Caps,BrandC,34.73,156.72,L,Blue
P00873,Product 873,Apparel,Bags,BrandA,98.64,22.85,M,Red
P00874,Product 874,Accessories,Shoes,BrandB,127.67,23.74,L,Blue
P00875,Product 875,Accessories,Bags,BrandB,73.47,273.1,M,Red
P00876,Product 876,Accessories,Caps,BrandA,110.41,263.28,M,Red
P00877,Product 877,Apparel,Bags,BrandA,149.9,142.94,S,Red
P00878,Product 878,Footwear,Shoes,BrandB,148.59,57.33,S,Black
P00879,Product 879,Apparel,Caps,BrandA,112.93,250.78,S,Black
P00880,Product 880,Footwear,Shoes,BrandB,112.24,104.13,L,Blue
P00881,Product 881,Accessories,Caps,BrandB,40.9,131.53,L,Blue
P00882,Product 882,Accessories,Bags,BrandC,125.86,207.92,S,Red
P00883,Product 883,Apparel,Caps,BrandA,63.74,112.49,S,Black
P00884,Product 884,Apparel,Caps,BrandA,144.49,192.31,L,Blue
P00885,Product 885,Footwear,Bags,BrandC,16.81,266.73,M,Blue
P00886,Product 886,Footwear,Shoes,BrandB,68.2,241.24,M,Black
P00887,Product 887,Apparel,Bags,BrandA,85.6,120.67,S,Red
P00888,Product 888,Footwear,Caps,BrandC,63.75,93.5,S,Blue
P00889,Product 889,Apparel,Bags,BrandC,35.53,92.8,S,Red
P00890,Product 890,Footwear,Caps,BrandA,90.98,111.09,M,Black
P00891,Product 891,Apparel,Bags,BrandC,114.61,153.12,S,Black
P00892,Product 892,Apparel,Bags,BrandB,98.5,130.81,M,Blue
P00893,Product 893,Apparel,Shoes,BrandC,39.0,48.57,L,Blue
P00894,Product 894,Footwear,Caps,BrandB,111.08,57.4,L,Black
P00895,Product 895,Footwear,Shoes,BrandB,42.25,109.45,L,Red
P00896,Product 896,Footwear,Caps,BrandA,30.4,173.0,S,Red
P00897,Product 897,Apparel,Bags,BrandC,105.15,181.87,L,Black
P00898,Product 898,Footwear,Caps,BrandB,127.2,151.0,M,Blue
P00899,Product 899,Footwear,Shoes,BrandB,74.82,224.25,M,Black
P00900,Product 900,Apparel,Shoes,BrandC,82.05,223.8,M,Blue
P00901,Product 901,Accessories,Shoes,BrandB,48.9,134.01,S,Red
P00902,Product 902,Apparel,Caps,BrandC,76.72,46.09,S,Blue
P00903,Product 903,Footwear,Shoes,BrandA,24.14,163.75,M,Red
P00904,Product 904,Apparel,Shoes,BrandB,143.6,120.63,M,Black
P00905,Product 905,Accessories,Shoes,BrandB,121.05,50.0,M,Blue
P00906,Product 906,Apparel,Bags,BrandC,101.86,294.73,M,Red
P00907,Product 907,Footwear,Bags,BrandC,83.04,117.23,L,Blue
P00908,Product 908,Accessories,Caps,BrandC,119.86,191.48,M,Red
P00909,Product 909,Footwear,Caps,BrandC,76.74,152.14,S,Red
P00910,Product 910,Accessories,Shoes,BrandB,48.5,51.42,S,Black
P00911,Product 911,Accessories,Bags,BrandA,28.25,26.11,S,Black
P00912,Product 912,Apparel,Shoes,BrandA,98.9,191.47,S,Blue
P00913,Product 913,Apparel,Shoes,BrandA,139.77,81.64,S,Red
P00914,Product 914,Footwear,Bags,BrandA,27.27,80.66,M,Black
P00915,Product 915,Apparel,Bags,BrandC,31.1,287.52,M,Blue
P00916,Product 916,Apparel,Bags,BrandB,67.87,143.91,L,Black
P00917,Product 917,Accessories,Caps,BrandB,122.0,18.53,L,Blue
P00918,Product 918,Apparel,Caps,BrandB,47.62,108.55,L,Black
P00919,Product 919,Accessories,Shoes,BrandC,41.82,179.5,M,Black
P00920,Product 920,Accessories,Caps,BrandB,94.9,105.28,L,Red
P00921,Product 921,Accessories,Bags,BrandC,82.66,17.79,M,Red
P00922,Product 922,Footwear,Bags,BrandB,13.73,138.85,S,Black
P00923,Product 923,Footwear,Caps,BrandA,16.82,40.71,M,Red
P00924,Product 924,Footwear,Shoes,BrandC,98.24,189.56,M,Black
P00925,Product 925,Accessories,Shoes,BrandB,72.44,189.68,S,Blue
P00926,Product 926,Footwear,Caps,BrandA,145.79,20.95,S,Black
P00927,Product 927,Footwear,Shoes,BrandA,103.39,94.29,S,Black
P00928,Product 928,Apparel,Shoes,BrandA,6.46,129.97,L,Blue
P00929,Product 929,Footwear,Shoes,BrandC,74.75,169.58,L,Blue
P00930,Product 930,Footwear,Bags,BrandC,65.09,95.86,L,Red
P00931,Product 931,Accessories,Bags,BrandB,20.47,93.45,S,Blue
P00932,Product 932,Accessories,Caps,BrandA,138.87,295.07,L,Red
P00933,Product 933,Accessories,Bags,BrandB,121.73,22.14,S,Black
P00934,Product 934,Accessories,Shoes,BrandB,38.36,296.82,S,Blue
P00935,Product 935,Accessories,Bags,BrandA,42.12,23.85,S,Black
P00936,Product 936,Accessories,Caps,BrandB,9.64,93.62,L,Red
P00937,Product 937,Footwear,Bags,BrandC,48.02,153.17,L,Blue
P00938,Product 938,Accessories,Shoes,BrandB,89.77,51.56,S,Red
P00939,Product 939,Accessories,Shoes,BrandA,66.02,49.11,L,Red
P00940,Product 940,Apparel,Caps,BrandC,145.54,84.33,M,Blue
P00941,Product 941,Footwear,Bags,BrandC,13.13,292.32,L,Blue
P00942,Product 942,Footwear,Bags,BrandB,90.76,120.23,S,Red
P00943,Product 943,Footwear,Bags,BrandB,129.45,174.14,S,Blue
P00944,Product 944,Accessories,Shoes,BrandC,74.71,214.24,S,Red
P00945,Product 945,Accessories,Caps,BrandB,5.43,225.24,M,Black
P00946,Product 946,Accessories,Bags,BrandA,40.21,209.53,S,Black
P00947,Product 947,Apparel,Shoes,BrandB,51.95,107.71,S,Blue
P00948,Product 948,Accessories,Shoes,BrandB,145.07,42.4,L,Blue
P00949,Product 949,Apparel,Shoes,BrandC,137.21,91.7,M,Black
P00950,Product 950,Footwear,Bags,BrandB,142.63,70.99,L,Red
P00951,Product 951,Accessories,Bags,BrandB,124.73,49.52,S,Red
P00952,Product 952,Apparel,Bags,BrandB,55.99,17.1,S,Red
P00953,Product 953,Apparel,Bags,BrandA,136.35,281.36,M,Blue
P00954,Product 954,Accessories,Bags,BrandB,147.34,277.1,S,Red
P00955,Product 955,Footwear,Bags,BrandA,55.76,24.62,M,Blue
P00956,Product 956,Footwear,Bags,BrandA,42.78,60.19,L,Blue
P00957,Product 957,Footwear,Bags,BrandA,84.3,50.46,M,Blue
P00958,Product 958,Apparel,Bags,BrandA,32.14,91.55,L,Black
P00959,Product 959,Apparel,Shoes,BrandC,9.73,69.18,S,Red
P00960,Product 960,Apparel,Bags,BrandA,142.15,284.3,L,Blue
P00961,Product 961,Apparel,Caps,BrandB,139.23,34.41,L,Red
P00962,Product 962,Footwear,Shoes,BrandA,28.58,71.38,L,Black
P00963,Product 963,Accessories,Bags,BrandB,64.12,33.41,M,Red
P00964,Product 964,Apparel,Caps,BrandA,125.5,294.31,L,Black
P00965,Product 965,Apparel,Bags,BrandC,100.85,276.34,M,Blue
P00966,Product 966,Footwear,Caps,BrandA,62.24,217.82,M,Blue
P00967,Product 967,Accessories,Caps,BrandA,112.9,133.53,M,Black
P00968,Product 968,Accessories,Caps,BrandC,135.07,65.15,S,Blue
P00969,Product 969,Footwear,Caps,BrandA,139.29,74.23,S,Red
P00970,Product 970,Footwear,Shoes,BrandB,59.93,138.48,S,Red
P00971,Product 971,Accessories,Shoes,BrandA,30.17,232.78,M,Black
P00972,Product 972,Apparel,Caps,BrandA,137.36,86.77,S,Red
P00973,Product 973,Accessories,Bags,BrandA,18.42,100.13,L,Blue
P00974,Product 974,Footwear,Caps,BrandC,109.64,183.98,M,Blue
P00975,Product 975,Apparel,Shoes,BrandA,25.37,78.94,S,Blue
P00976,Product 976,Apparel,Bags,BrandA,61.46,179.42,M,Red
P00977,Product 977,Footwear,Shoes,BrandB,64.68,122.27,S,Blue
P00978,Product 978,Footwear,Shoes,BrandA,28.02,19.97,L,Red
P00979,Product 979,Footwear,Bags,BrandA,138.79,126.78,M,Black
P00980,Product 980,Accessories,Caps,BrandA,5.39,276.66,S,Blue
P00981,Product 981,Accessories,Caps,BrandA,134.6,95.0,S,Black
P00982,Product 982,Apparel,Caps,BrandB,133.16,103.62,L,Red
P00983,Product 983,Footwear,Caps,BrandB,50.96,29.12,L,Red
P00984,Product 984,Apparel,Bags,BrandC,107.12,188.36,S,Black
P00985,Product 985,Apparel,Bags,BrandA,41.66,256.28,S,Blue
P00986,Product 986,Apparel,Bags,BrandC,115.02,112.35,M,Blue
P00987,Product 987,Apparel,Shoes,BrandC,86.36,79.67,M,Blue
P00988,Product 988,Footwear,Bags,BrandA,48.53,287.42,S,Black
P00989,Product 989,Apparel,Caps,BrandB,63.03,226.07,L,Red
P00990,Product 990,Footwear,Shoes,BrandB,105.03,174.48,M,Black
P00991,Product 991,Footwear,Caps,BrandA,136.38,98.6,S,Red
P00992,Product 992,Accessories,Caps,BrandA,23.96,74.03,L,Blue
P00993,Product 993,Footwear,Bags,BrandB,87.85,217.57,L,Blue
P00994,Product 994,Accessories,Bags,BrandA,41.79,161.32,S,Red
P00995,Product 995,Footwear,Caps,BrandA,121.2,160.97,S,Blue
P00996,Product 996,Footwear,Caps,BrandA,15.18,31.38,M,Black
P00997,Product 997,Footwear,Shoes,BrandB,104.9,158.54,S,Red
P00998,Product 998,Accessories,Bags,BrandC,30.37,248.6,M,Blue
P00999,Product 999,Accessories,Shoes,BrandC,91.48,284.57,L,Blue
P01000,Product 1000,Apparel,Shoes,BrandA,126.18,40.94,M,Blue
P01001,Product 1001,Accessories,Shoes,BrandB,114.49,193.04,S,Blue
P01002,Product 1002,Accessories,Caps,BrandA,114.18,174.82,M,Red
P01003,Product 1003,Accessories,Shoes,BrandB,80.09,268.19,L,Red
P01004,Product 1004,Accessories,Shoes,BrandA,134.16,227.86,L,Blue
P01005,Product 1005,Apparel,Caps,BrandB,90.28,289.93,S,Black
P01006,Product 1006,Accessories,Bags,BrandB,138.04,288.41,M,Black
P01007,Product 1007,Footwear,Bags,BrandC,84.25,75.45,S,Black
P01008,Product 1008,Footwear,Shoes,BrandA,78.37,220.35,S,Black
P01009,Product 1009,Accessories,Caps,BrandC,37.24,163.85,L,Red
P01010,Product 1010,Accessories,Bags,BrandC,83.99,72.23,M,Red
P01011,Product 1011,Footwear,Shoes,BrandB,25.38,66.51,S,Black
P01012,Product 1012,Footwear,Shoes,BrandA,131.11,33.51,L,Red
P01013,Product 1013,Apparel,Caps,BrandB,103.0,240.71,S,Black
P01014,Product 1014,Footwear,Shoes,BrandB,149.08,104.11,M,Blue
P01015,Product 1015,Footwear,Bags,BrandB,18.35,258.52,S,Blue
P01016,Product 1016,Accessories,Caps,BrandA,39.9,186.41,M,Black
P01017,Product 1017,Footwear,Bags,BrandA,132.19,205.35,L,Red
P01018,Product 1018,Apparel,Bags,BrandB,62.31,94.59,L,Black
P01019,Product 1019,Footwear,Bags,BrandA,72.61,142.62,S,Red
P01020,Product 1020,Accessories,Shoes,BrandB,129.79,129.57,L,Blue
P01021,Product 1021,Accessories,Shoes,BrandA,80.66,78.35,S,Red
P01022,Product 1022,Footwear,Bags,BrandA,33.05,251.43,S,Black
P01023,Product 1023,Accessories,Bags,BrandC,134.34,190.4,M,Blue
P01024,Product 1024,Apparel,Caps,BrandB,9.5,20.86,S,Blue
P01025,Product 1025,Apparel,Caps,BrandC,134.83,247.78,M,Red
P01026,Product 1026,Footwear,Shoes,BrandC,12.33,40.75,S,Blue
P01027,Product 1027,Footwear,Shoes,BrandB,101.55,127.07,M,Blue
P01028,Product 1028,Footwear,Caps,BrandB,15.39,175.66,L,Red
P01029,Product 1029,Accessories,Bags,BrandA,107.4,12.22,S,Blue
P01030,Product 1030,Apparel,Shoes,BrandB,9.93,199.34,M,Black
P01031,Product 1031,Apparel,Bags,BrandC,127.16,201.31,S,Red
P01032,Product 1032,Accessories,Caps,BrandC,72.56,199.23,M,Red
P01033,Product 1033,Apparel,Shoes,BrandB,18.55,57.41,M,Red
P01034,Product 1034,Footwear,Shoes,BrandC,107.49,84.16,S,Red
P01035,Product 1035,Footwear,Caps,BrandA,75.95,81.74,S,Black
P01036,Product 1036,Footwear,Shoes,BrandC,32.69,288.42,L,Red
P01037,Product 1037,Apparel,Caps,BrandA,7.27,29.58,L,Black
P01038,Product 1038,Footwear,Shoes,BrandC,65.61,134.34,L,Red
P01039,Product 1039,Accessories,Caps,BrandA,17.42,262.66,S,Red
P01040,Product 1040,Accessories,Shoes,BrandA,18.65,233.15,L,Blue
P01041,Product 1041,Apparel,Bags,BrandB,43.76,248.51,M,Blue
P01042,Product 1042,Accessories,Bags,BrandA,96.42,291.97,S,Black
P01043,Product 1043,Accessories,Bags,BrandB,81.84,122.31,M,Blue
P01044,Product 1044,Apparel,Shoes,BrandC,15.0,99.8,M,Red
P01045,Product 1045,Footwear,Shoes,BrandC,145.42,18.89,M,Black
P01046,Product 1046,Footwear,Bags,BrandC,133.64,53.51,S,Blue
P01047,Product 1047,Footwear,Bags,BrandA,42.59,172.98,S,Red
P01048,Product 1048,Apparel,Caps,BrandC,22.74,55.72,L,Blue
P01049,Product 1049,Accessories,Caps,BrandC,141.65,223.53,L,Blue
P01050,Product 1050,Footwear,Caps,BrandB,71.87,20.8,L,Blue
P01051,Product 1051,Footwear,Bags,BrandB,50.12,85.25,L,Blue
P01052,Product 1052,Apparel,Bags,BrandC,76.1,211.68,M,Red
P01053,Product 1053,Footwear,Bags,BrandC,117.05,84.1,S,Blue
P01054,Product 1054,Apparel,Caps,BrandA,29.42,221.34,L,Black
P01055,Product 1055,Accessories,Shoes,BrandA,116.29,298.8,M,Black
P01056,Product 1056,Apparel,Bags,BrandC,113.67,241.15,S,Blue
P01057,Product 1057,Apparel,Shoes,BrandB,83.21,109.13,S,Black
P01058,Product 1058,Apparel,Shoes,BrandC,130.55,271.17,S,Blue
P01059,Product 1059,Apparel,Shoes,BrandA,24.16,24.84,M,Red
P01060,Product 1060,Accessories,Caps,BrandB,91.34,220.25,L,Red
P01061,Product 1061,Accessories,Shoes,BrandB,70.15,16.76,S,Black
P01062,Product 1062,Footwear,Bags,BrandA,66.23,60.62,M,Black
P01063,Product 1063,Accessories,Caps,BrandC,41.62,296.4,S,Blue
P01064,Product 1064,Accessories,Bags,BrandC,58.98,114.66,M,Blue
P01065,Product 1065,Footwear,Bags,BrandC,20.68,247.94,L,Blue
P01066,Product 1066,Accessories,Caps,BrandA,41.48,119.07,L,Red
P01067,Product 1067,Apparel,Bags,BrandB,44.43,253.61,S,Blue
P01068,Product 1068,Apparel,Bags,BrandA,109.5,289.98,L,Red
P01069,Product 1069,Footwear,Caps,BrandC,12.04,136.31,L,Black
P01070,Product 1070,Footwear,Bags,BrandA,99.42,172.21,M,Red
P01071,Product 1071,Footwear,Shoes,BrandB,37.1,192.31,M,Black
P01072,Product 1072,Apparel,Bags,BrandA,16.87,281.1,S,Red
P01073,Product 1073,Accessories,Shoes,BrandC,48.62,84.46,M,Red
P01074,Product 1074,Apparel,Bags,BrandB,37.55,187.26,L,Blue
P01075,Product 1075,Footwear,Caps,BrandA,85.04,104.17,M,Black
P01076,Product 1076,Accessories,Caps,BrandA,56.82,72.91,L,Red
P01077,Product 1077,Accessories,Bags,BrandB,145.07,34.63,S,Red
P01078,Product 1078,Apparel,Caps,BrandB,144.71,190.01,L,Black
P01079,Product 1079,Footwear,Bags,BrandC,69.34,265.8,M,Red
P01080,Product 1080,Apparel,Caps,BrandB,120.29,111.9,M,Black
P01081,Product 1081,Accessories,Shoes,BrandC,6.92,170.27,M,Black
P01082,Product 1082,Apparel,Bags,BrandA,84.43,196.22,M,Black
P01083,Product 1083,Apparel,Shoes,BrandC,112.78,130.25,S,Red
P01084,Product 1084,Footwear,Shoes,BrandA,36.46,271.97,L,Red
P01085,Product 1085,Footwear,Bags,BrandB,13.87,115.2,M,Blue
P01086,Product 1086,Accessories,Shoes,BrandA,27.61,46.25,L,Black
P01087,Product 1087,Apparel,Bags,BrandB,69.07,51.77,S,Red
P01088,Product 1088,Apparel,Shoes,BrandA,78.42,268.35,L,Red
P01089,Product 1089,Apparel,Bags,BrandA,60.23,296.52,M,Black
P01090,Product 1090,Accessories,Bags,BrandA,68.8,93.79,L,Black
P01091,Product 1091,Accessories,Caps,BrandA,73.18,51.64,M,Black
P01092,Product 1092,Footwear,Bags,BrandC,116.57,149.84,M,Blue
P01093,Product 1093,Footwear,Bags,BrandA,20.26,215.76,S,Blue
P01094,Product 1094,Footwear,Shoes,BrandC,116.5,187.6,S,Blue
P01095,Product 1095,Apparel,Bags,BrandB,104.85,285.82,L,Black
P01096,Product 1096,Apparel,Caps,BrandB,112.54,247.16,L,Red
P01097,Product 1097,Footwear,Shoes,BrandC,111.5,262.0,M,Black
P01098,Product 1098,Apparel,Shoes,BrandB,73.24,167.08,M,Red
P01099,Product 1099,Footwear,Caps,BrandB,35.65,104.91,M,Blue
P01100,Product 1100,Accessories,Shoes,BrandA,82.81,213.5,M,Blue
P01101,Product 1101,Footwear,Shoes,BrandA,143.91,137.33,S,Blue
P01102,Product 1102,Accessories,Shoes,BrandA,90.34,93.45,M,Red
P01103,Product 1103,Apparel,Shoes,BrandC,6.6,54.16,S,Red
P01104,Product 1104,Footwear,Caps,BrandC,13.66,163.08,L,Black
P01105,Product 1105,Apparel,Caps,BrandB,148.97,182.33,L,Black
P01106,Product 1106,Accessories,Shoes,BrandA,15.43,174.95,S,Black
P01107,Product 1107,Accessories,Shoes,BrandC,11.68,43.8,M,Blue
P01108,Product 1108,Accessories,Caps,BrandC,56.19,175.3,L,Black
P01109,Product 1109,Apparel,Caps,BrandA,145.55,58.84,S,Blue
P01110,Product 1110,Apparel,Caps,BrandC,51.21,202.48,L,Red
P01111,Product 1111,Apparel,Shoes,BrandA,64.43,134.52,M,Blue
P01112,Product 1112,Apparel,Shoes,BrandB,96.94,256.15,S,Blue
P01113,Product 1113,Accessories,Bags,BrandB,8.5,235.7,L,Blue
P01114,Product 1114,Accessories,Caps,BrandB,135.18,220.07,M,Red
P01115,Product 1115,Footwear,Shoes,BrandA,80.32,213.21,S,Red
P01116,Product 1116,Footwear,Caps,BrandC,72.69,172.54,S,Black
P01117,Product 1117,Apparel,Shoes,BrandB,129.81,27.72,S,Black
P01118,Product 1118,Accessories,Caps,BrandB,143.2,200.09,S,Black
P01119,Product 1119,Accessories,Shoes,BrandB,66.4,145.41,L,Red
P01120,Product 1120,Accessories,Bags,BrandC,30.0,146.17,S,Red
P01121,Product 1121,Footwear,Bags,BrandC,123.28,119.92,S,Red
P01122,Product 1122,Footwear,Caps,BrandA,63.47,279.43,S,Red
P01123,Product 1123,Accessories,Shoes,BrandB,140.65,82.34,S,Red
P01124,Product 1124,Accessories,Shoes,BrandC,142.74,101.81,S,Blue
P01125,Product 1125,Accessories,Caps,BrandA,21.65,289.28,M,Black
P01126,Product 1126,Footwear,Shoes,BrandB,143.7,244.94,L,Blue
P01127,Product 1127,Accessories,Caps,BrandC,58.4,14.09,M,Black
P01128,Product 1128,Accessories,Shoes,BrandC,98.71,272.77,L,Blue
P01129,Product 1129,Apparel,Caps,BrandA,10.04,75.73,S,Red
P01130,Product 1130,Apparel,Shoes,BrandB,133.89,214.72,L,Black
P01131,Product 1131,Footwear,Caps,BrandB,98.03,170.39,S,Blue
P01132,Product 1132,Accessories,Shoes,BrandC,98.32,165.68,S,Black
P01133,Product 1133,Accessories,Bags,BrandB,135.82,218.2,M,Red
P01134,Product 1134,Apparel,Shoes,BrandA,78.71,70.08,M,Red
P01135,Product 1135,Footwear,Caps,BrandC,64.52,56.12,M,Black
P01136,Product 1136,Apparel,Bags,BrandC,130.59,199.05,L,Black
P01137,Product 1137,Apparel,Shoes,BrandA,112.65,94.27,L,Red
P01138,Product 1138,Apparel,Bags,BrandC,142.6,292.45,M,Red
P01139,Product 1139,Apparel,Shoes,BrandB,141.32,140.94,M,Red
P01140,Product 1140,Accessories,Bags,BrandB,60.44,42.36,S,Blue
P01141,Product 1141,Accessories,Caps,BrandC,69.81,208.89,L,Black
P01142,Product 1142,Apparel,Shoes,BrandA,42.12,98.79,S,Red
P01143,Product 1143,Footwear,Shoes,BrandA,100.79,53.09,L,Black
P01144,Product 1144,Footwear,Caps,BrandB,57.86,132.62,M,Blue
P01145,Product 1145,Footwear,Bags,BrandA,118.98,289.62,L,Blue
P01146,Product 1146,Footwear,Caps,BrandC,22.62,129.31,L,Red
P01147,Product 1147,Apparel,Caps,BrandC,21.88,110.73,S,Black
P01148,Product 1148,Accessories,Bags,BrandB,34.65,138.91,M,Blue
P01149,Product 1149,Footwear,Caps,BrandB,17.22,13.51,M,Black
P01150,Product 1150,Apparel,Shoes,BrandB,94.9,48.6,M,Black
P01151,Product 1151,Footwear,Shoes,BrandA,26.37,256.41,S,Red
P01152,Product 1152,Footwear,Shoes,BrandC,28.19,293.63,S,Blue
P01153,Product 1153,Apparel,Caps,BrandC,7.06,55.8,S,Blue
P01154,Product 1154,Accessories,Shoes,BrandC,118.4,165.3,L,Blue
P01155,Product 1155,Accessories,Shoes,BrandB,122.78,290.24,L,Black
P01156,Product 1156,Apparel,Shoes,BrandC,28.49,55.41,S,Blue
P01157,Product 1157,Accessories,Shoes,BrandA,112.23,64.03,S,Blue
P01158,Product 1158,Apparel,Shoes,BrandA,67.86,278.78,M,Black
P01159,Product 1159,Apparel,Shoes,BrandC,39.74,214.65,L,Blue
P01160,Product 1160,Apparel,Caps,BrandB,95.1,54.07,L,Blue
P01161,Product 1161,Accessories,Shoes,BrandC,30.88,124.11,M,Black
P01162,Product 1162,Apparel,Shoes,BrandA,114.75,26.32,M,Blue
P01163,Product 1163,Footwear,Bags,BrandA,11.9,135.47,M,Red
P01164,Product 1164,Accessories,Caps,BrandA,144.07,235.59,S,Black
P01165,Product 1165,Accessories,Caps,BrandC,15.42,170.65,S,Blue
P01166,Product 1166,Accessories,Caps,BrandA,89.02,197.76,S,Red
P01167,Product 1167,Accessories,Caps,BrandB,135.82,104.78,S,Black
P01168,Product 1168,Footwear,Shoes,BrandC,6.73,56.8,S,Blue
P01169,Product 1169,Accessories,Shoes,BrandC,77.28,13.8,L,Black
P01170,Product 1170,Accessories,Bags,BrandA,55.75,248.18,L,Red
P01171,Product 1171,Apparel,Bags,BrandA,89.15,194.63,L,Black
P01172,Product 1172,Accessories,Caps,BrandB,37.69,76.5,M,Blue
P01173,Product 1173,Footwear,Bags,BrandC,14.41,131.35,L,Red
P01174,Product 1174,Footwear,Bags,BrandA,95.76,242.42,M,Black
P01175,Product 1175,Footwear,Caps,BrandB,65.44,166.22,L,Blue
P01176,Product 1176,Footwear,Caps,BrandA,95.26,97.05,S,Blue
P01177,Product 1177,Accessories,Bags,BrandC,35.53,87.48,L,Red
P01178,Product 1178,Accessories,Shoes,BrandA,54.12,73.11,S,Red
P01179,Product 1179,Footwear,Bags,BrandC,86.44,248.88,S,Black
P01180,Product 1180,Footwear,Bags,BrandA,91.0,178.74,L,Blue
P01181,Product 1181,Accessories,Shoes,BrandC,58.99,215.66,L,Red
P01182,Product 1182,Footwear,Shoes,BrandB,45.61,259.43,S,Blue
P01183,Product 1183,Apparel,Caps,BrandC,44.69,296.19,M,Black
P01184,Product 1184,Footwear,Caps,BrandB,30.33,82.35,M,Red
P01185,Product 1185,Footwear,Bags,BrandC,52.18,62.46,L,Black
P01186,Product 1186,Apparel,Shoes,BrandB,33.92,143.98,S,Black
P01187,Product 1187,Apparel,Caps,BrandA,96.9,20.17,M,Red
P01188,Product 1188,Accessories,Bags,BrandC,87.51,239.6,L,Black
P01189,Product 1189,Accessories,Shoes,BrandA,60.48,266.29,L,Blue
P01190,Product 1190,Apparel,Bags,BrandB,52.25,208.95,S,Red
P01191,Product 1191,Apparel,Caps,BrandC,39.45,87.72,M,Blue
P01192,Product 1192,Accessories,Caps,BrandC,82.64,45.72,L,Black
P01193,Product 1193,Footwear,Shoes,BrandA,138.24,120.82,M,Red
P01194,Product 1194,Apparel,Bags,BrandC,104.43,251.67,L,Blue
P01195,Product 1195,Accessories,Shoes,BrandC,112.94,110.87,L,Blue
P01196,Product 1196,Footwear,Caps,BrandA,125.98,19.93,M,Blue
P01197,Product 1197,Apparel,Caps,BrandC,55.99,89.54,M,Blue
P01198,Product 1198,Footwear,Bags,BrandA,14.12,297.08,S,Blue
P01199,Product 1199,Accessories,Bags,BrandA,95.27,206.23,S,Black
P01200,Product 1200,Apparel,Bags,BrandA,32.36,271.25,S,Black
P01201,Product 1201,Footwear,Shoes,BrandA,87.51,234.71,S,Black
P01202,Product 1202,Apparel,Bags,BrandA,112.23,166.51,M,Black
P01203,Product 1203,Footwear,Bags,BrandB,118.63,53.12,S,Black
P01204,Product 1204,Accessories,Caps,BrandB,48.77,111.11,M,Black
P01205,Product 1205,Accessories,Caps,BrandA,79.3,179.28,L,Black
P01206,Product 1206,Apparel,Bags,BrandB,95.04,262.48,M,Blue
P01207,Product 1207,Footwear,Bags,BrandB,123.82,87.92,S,Black
P01208,Product 1208,Apparel,Caps,BrandC,115.4,45.16,M,Blue
P01209,Product 1209,Apparel,Bags,BrandA,148.26,172.06,M,Red
P01210,Product 1210,Footwear,Shoes,BrandB,6.17,61.19,M,Black
P01211,Product 1211,Footwear,Shoes,BrandC,68.44,187.0,M,Blue
P01212,Product 1212,Footwear,Shoes,BrandC,42.13,86.42,M,Red
P01213,Product 1213,Accessories,Bags,BrandA,22.38,76.98,S,Red
P01214,Product 1214,Apparel,Caps,BrandA,137.17,125.76,M,Blue
P01215,Product 1215,Apparel,Bags,BrandC,149.7,182.03,S,Blue
P01216,Product 1216,Accessories,Bags,BrandA,31.19,168.14,L,Blue
P01217,Product 1217,Footwear,Caps,BrandA,10.57,80.97,M,Black
P01218,Product 1218,Accessories,Caps,BrandC,44.88,268.42,L,Red
P01219,Product 1219,Accessories,Caps,BrandC,126.05,41.87,S,Black
P01220,Product 1220,Accessories,Shoes,BrandA,47.61,21.45,M,Black
P01221,Product 1221,Apparel,Bags,BrandB,13.25,184.78,L,Black
P01222,Product 1222,Accessories,Caps,BrandA,12.61,45.79,S,Red
P01223,Product 1223,Apparel,Bags,BrandB,66.98,156.42,L,Red
P01224,Product 1224,Apparel,Shoes,BrandC,140.11,286.01,M,Red
P01225,Product 1225,Apparel,Shoes,BrandB,46.46,212.59,M,Blue
P01226,Product 1226,Footwear,Caps,BrandC,66.94,189.06,M,Black
P01227,Product 1227,Apparel,Caps,BrandA,19.78,176.69,S,Blue
P01228,Product 1228,Apparel,Bags,BrandA,76.57,62.07,L,Blue
P01229,Product 1229,Footwear,Caps,BrandC,106.0,135.47,S,Black
P01230,Product 1230,Apparel,Bags,BrandC,44.32,109.33,L,Red
P01231,Product 1231,Accessories,Caps,BrandC,48.02,286.39,S,Black
P01232,Product 1232,Accessories,Bags,BrandA,127.09,80.27,M,Blue
P01233,Product 1233,Apparel,Bags,BrandA,6.5,146.74,L,Red
P01234,Product 1234,Footwear,Bags,BrandB,97.29,282.04,L,Red
P01235,Product 1235,Accessories,Bags,BrandC,62.11,238.86,L,Blue
P01236,Product 1236,Footwear,Shoes,BrandB,48.27,289.71,S,Red
